"top_n_final_per_direction","direction","consensus_rank","gene_symbol","consensus_mean_percentile","consensus_worst_source_percentile","GSE5099_rank_in_direction","GSE11864_rank_in_direction","GSE5099_percentile_in_direction","GSE11864_percentile_in_direction","selected_in_GSE5099_individual_top200","selected_in_GSE11864_individual_top200","GSE5099_logFC","GSE11864_logFC","GSE5099_moderated_t","GSE11864_moderated_t"
200,"immature_negative",23,"JUNB",0.00548040464357641,0.0103174121502701,170,12,0.0103174121502701,0.000643397136882741,TRUE,TRUE,-1.48230037,-3.0560557402245,-8.61571022055048,-33.5488461496547
200,"immature_negative",24,"DUSP6",0.0055077839374898,0.0103479706181974,11,193,0.000667597256782181,0.0103479706181974,TRUE,TRUE,-2.85389602944444,-1.41126345050726,-19.9317693206998,-14.5583046210337
200,"immature_negative",25,"IL1B",0.00552974529411227,0.00564423135279481,93,101,0.00564423135279481,0.00541525923542974,TRUE,TRUE,-2.7366616775,-2.98750360590705,-10.9741315568731,-18.8199973451154
200,"immature_negative",26,"PRAM1",0.00553011462497264,0.0079504764216787,131,58,0.0079504764216787,0.00310975282826658,TRUE,TRUE,-1.480775351,-2.85409959507549,-9.60401569620811,-22.9534224693619
200,"immature_negative",27,"NAPSB",0.00560495374794793,0.00831462037992353,137,54,0.00831462037992353,0.00289528711597233,TRUE,TRUE,-1.3114547545,-8.06914870917006,-9.42061835755352,-23.4860982291958
200,"immature_negative",28,"GLT1D1",0.00567086059593008,0.00576561267220975,95,104,0.00576561267220975,0.00557610851965042,TRUE,TRUE,-1.31631287733333,-2.55238144166902,-10.8238460954173,-18.6975463421655
200,"immature_negative",29,"MAP3K7CL",0.00609346783966278,0.0106696691866388,25,199,0.00151726649268678,0.0106696691866388,TRUE,TRUE,-3.41622213666667,-2.99621819441364,-15.5396176567456,-14.3554826909607
200,"immature_negative",30,"PLP2",0.00628410276291796,0.0100798884778296,41,188,0.00248831704800631,0.0100798884778296,TRUE,TRUE,-2.099415742,-1.19358476428312,-13.5704217630672,-14.7104970971838
200,"immature_negative",31,"BTG1",0.00639281294250657,0.0117132973235419,193,20,0.0117132973235419,0.00107232856147123,TRUE,TRUE,-1.04946844333333,-2.63704999009204,-8.25847805984707,-29.7712397593735
200,"immature_negative",32,"CSRNP1",0.00647118918129881,0.0121381319414942,200,15,0.0121381319414942,0.000804246421103426,TRUE,TRUE,-0.939304446999999,-4.52029908612472,-8.15360663723396,-32.2057927713778
200,"immature_negative",33,"SCO2",0.00654305087927639,0.0115312253444195,190,29,0.0115312253444195,0.00155487641413329,TRUE,TRUE,-1.40984569,-3.00699624111779,-8.29332160110347,-27.6188616301509
200,"immature_negative",34,"S100A10",0.0075120644203352,0.00986542276553536,85,184,0.00515870607513504,0.00986542276553536,TRUE,TRUE,-1.77224435633333,-1.21144121149177,-11.172462376022,-14.8733071688553
200,"immature_negative",35,"PLK2",0.00758597452163087,0.0110449841831537,68,206,0.00412696486010803,0.0110449841831537,TRUE,FALSE,-2.24541373833333,-2.96824927302996,-11.8082555756448,-14.0940522128811
200,"immature_negative",36,"CORO1A",0.00846504867665222,0.0132305638162287,218,69,0.0132305638162287,0.00369953353707576,FALSE,TRUE,-1.01454212166667,-1.97304359510826,-7.92699133193957,-21.9714192704953
200,"immature_negative",37,"QPCT",0.00863317394152305,0.0158704627097743,23,296,0.00139588517327183,0.0158704627097743,TRUE,FALSE,-2.243827845,-2.62299553003684,-15.7358479794792,-11.9850562079765
200,"immature_negative",38,"LILRA1",0.00871005007875907,0.0100746495114402,166,137,0.0100746495114402,0.00734545064607796,TRUE,TRUE,-1.163951969,-2.50253688144948,-8.77146033536939,-16.9720821601411
200,"immature_negative",39,"ADGRE5",0.00888671550964793,0.0163257874613097,269,27,0.0163257874613097,0.00144764355798617,FALSE,TRUE,-1.27356038733333,-2.96132951338933,-7.2578188493174,-27.7225705171923
200,"immature_negative",40,"ZFP36",0.00889230102878299,0.0159616435030649,263,34,0.0159616435030649,0.0018229585545011,FALSE,TRUE,-0.993003066666664,-2.0021897586725,-7.32449253285411,-26.5746855447511
200,"immature_negative",41,"FOS",0.00889342041042147,0.0141409237118407,233,68,0.0141409237118407,0.0036459171090022,FALSE,TRUE,-2.579625015,-4.01976129942894,-7.76741003663536,-22.0865009864695
200,"immature_negative",42,"DUSP5",0.0089276835760099,0.010026272049756,129,187,0.00782909510226376,0.010026272049756,TRUE,TRUE,-3.07696058266667,-4.75306258595589,-9.64229576570313,-14.8576950621886
200,"immature_negative",43,"TXNIP",0.00899879522320937,0.0113491533652971,187,124,0.0113491533652971,0.00664843708112166,TRUE,TRUE,-1.09402685,-1.2226941453559,-8.32914331625123,-17.4131339643006
